Datetime,aep,year_day,holiday,weekend,winter,spring,summer,fall,hour,month,day_of_week
2005-06-30 00:00:00,17240.0,181,0,0,0,0,1,0,0,6,3
2005-06-30 01:00:00,15733.0,181,0,0,0,0,1,0,1,6,3
2005-06-30 02:00:00,14985.0,181,0,0,0,0,1,0,2,6,3
2005-06-30 03:00:00,14241.0,181,0,0,0,0,1,0,3,6,3
2005-06-30 04:00:00,13861.0,181,0,0,0,0,1,0,4,6,3
2005-06-30 05:00:00,13682.0,181,0,0,0,0,1,0,5,6,3
2005-06-30 06:00:00,14121.0,181,0,0,0,0,1,0,6,6,3
2005-06-30 07:00:00,14846.0,181,0,0,0,0,1,0,7,6,3
2005-06-30 08:00:00,15860.0,181,0,0,0,0,1,0,8,6,3
2005-06-30 09:00:00,17178.0,181,0,0,0,0,1,0,9,6,3
2005-06-30 10:00:00,18293.0,181,0,0,0,0,1,0,10,6,3
2005-06-30 11:00:00,19509.0,181,0,0,0,0,1,0,11,6,3
2005-06-30 12:00:00,20319.0,181,0,0,0,0,1,0,12,6,3
2005-06-30 13:00:00,20933.0,181,0,0,0,0,1,0,13,6,3
2005-06-30 14:00:00,21220.0,181,0,0,0,0,1,0,14,6,3
2005-06-30 15:00:00,21001.0,181,0,0,0,0,1,0,15,6,3
2005-06-30 16:00:00,20690.0,181,0,0,0,0,1,0,16,6,3
2005-06-30 17:00:00,20498.0,181,0,0,0,0,1,0,17,6,3
2005-06-30 18:00:00,20082.0,181,0,0,0,0,1,0,18,6,3
2005-06-30 19:00:00,19564.0,181,0,0,0,0,1,0,19,6,3
2005-06-30 20:00:00,18882.0,181,0,0,0,0,1,0,20,6,3
2005-06-30 21:00:00,18397.0,181,0,0,0,0,1,0,21,6,3
2005-06-30 22:00:00,18515.0,181,0,0,0,0,1,0,22,6,3
2005-06-30 23:00:00,17678.0,181,0,0,0,0,1,0,23,6,3
2005-07-01 00:00:00,16332.0,182,0,0,0,0,1,0,0,7,4
2005-07-01 01:00:00,14968.0,182,0,0,0,0,1,0,1,7,4
2005-07-01 02:00:00,14154.0,182,0,0,0,0,1,0,2,7,4
2005-07-01 03:00:00,13644.0,182,0,0,0,0,1,0,3,7,4
2005-07-01 04:00:00,13188.0,182,0,0,0,0,1,0,4,7,4
2005-07-01 05:00:00,13106.0,182,0,0,0,0,1,0,5,7,4
2005-07-01 06:00:00,13539.0,182,0,0,0,0,1,0,6,7,4
2005-07-01 07:00:00,14030.0,182,0,0,0,0,1,0,7,7,4
2005-07-01 08:00:00,14964.0,182,0,0,0,0,1,0,8,7,4
2005-07-01 09:00:00,16142.0,182,0,0,0,0,1,0,9,7,4
2005-07-01 10:00:00,17106.0,182,0,0,0,0,1,0,10,7,4
2005-07-01 11:00:00,18147.0,182,0,0,0,0,1,0,11,7,4
2005-07-01 12:00:00,18799.0,182,0,0,0,0,1,0,12,7,4
2005-07-01 13:00:00,19349.0,182,0,0,0,0,1,0,13,7,4
2005-07-01 14:00:00,19870.0,182,0,0,0,0,1,0,14,7,4
2005-07-01 15:00:00,20079.0,182,0,0,0,0,1,0,15,7,4
2005-07-01 16:00:00,20030.0,182,0,0,0,0,1,0,16,7,4
2005-07-01 17:00:00,20071.0,182,0,0,0,0,1,0,17,7,4
2005-07-01 18:00:00,19659.0,182,0,0,0,0,1,0,18,7,4
2005-07-01 19:00:00,18981.0,182,0,0,0,0,1,0,19,7,4
2005-07-01 20:00:00,18101.0,182,0,0,0,0,1,0,20,7,4
2005-07-01 21:00:00,17334.0,182,0,0,0,0,1,0,21,7,4
2005-07-01 22:00:00,16980.0,182,0,0,0,0,1,0,22,7,4
2005-07-01 23:00:00,16165.0,182,0,0,0,0,1,0,23,7,4
2005-07-02 00:00:00,14903.0,183,0,1,0,0,1,0,0,7,5
2005-07-02 01:00:00,13633.0,183,0,1,0,0,1,0,1,7,5
2005-07-02 02:00:00,12646.0,183,0,1,0,0,1,0,2,7,5
2005-07-02 03:00:00,12141.0,183,0,1,0,0,1,0,3,7,5
2005-07-02 04:00:00,11694.0,183,0,1,0,0,1,0,4,7,5
2005-07-02 05:00:00,11500.0,183,0,1,0,0,1,0,5,7,5
2005-07-02 06:00:00,11604.0,183,0,1,0,0,1,0,6,7,5
2005-07-02 07:00:00,11539.0,183,0,1,0,0,1,0,7,7,5
2005-07-02 08:00:00,11932.0,183,0,1,0,0,1,0,8,7,5
2005-07-02 09:00:00,12835.0,183,0,1,0,0,1,0,9,7,5
2005-07-02 10:00:00,13721.0,183,0,1,0,0,1,0,10,7,5
2005-07-02 11:00:00,14512.0,183,0,1,0,0,1,0,11,7,5
2005-07-02 12:00:00,15001.0,183,0,1,0,0,1,0,12,7,5
2005-07-02 13:00:00,15351.0,183,0,1,0,0,1,0,13,7,5
2005-07-02 14:00:00,15731.0,183,0,1,0,0,1,0,14,7,5
2005-07-02 15:00:00,15846.0,183,0,1,0,0,1,0,15,7,5
2005-07-02 16:00:00,15964.0,183,0,1,0,0,1,0,16,7,5
2005-07-02 17:00:00,16149.0,183,0,1,0,0,1,0,17,7,5
2005-07-02 18:00:00,16183.0,183,0,1,0,0,1,0,18,7,5
2005-07-02 19:00:00,16168.0,183,0,1,0,0,1,0,19,7,5
2005-07-02 20:00:00,15687.0,183,0,1,0,0,1,0,20,7,5
2005-07-02 21:00:00,15092.0,183,0,1,0,0,1,0,21,7,5
2005-07-02 22:00:00,15030.0,183,0,1,0,0,1,0,22,7,5
2005-07-02 23:00:00,14465.0,183,0,1,0,0,1,0,23,7,5
2005-07-03 00:00:00,13502.0,184,0,1,0,0,1,0,0,7,6
2005-07-03 01:00:00,12544.0,184,0,1,0,0,1,0,1,7,6
2005-07-03 02:00:00,11722.0,184,0,1,0,0,1,0,2,7,6
2005-07-03 03:00:00,11236.0,184,0,1,0,0,1,0,3,7,6
2005-07-03 04:00:00,10894.0,184,0,1,0,0,1,0,4,7,6
2005-07-03 05:00:00,10685.0,184,0,1,0,0,1,0,5,7,6
2005-07-03 06:00:00,10690.0,184,0,1,0,0,1,0,6,7,6
2005-07-03 07:00:00,10498.0,184,0,1,0,0,1,0,7,7,6
2005-07-03 08:00:00,10910.0,184,0,1,0,0,1,0,8,7,6
2005-07-03 09:00:00,11742.0,184,0,1,0,0,1,0,9,7,6
2005-07-03 10:00:00,12639.0,184,0,1,0,0,1,0,10,7,6
2005-07-03 11:00:00,13615.0,184,0,1,0,0,1,0,11,7,6
2005-07-03 12:00:00,14295.0,184,0,1,0,0,1,0,12,7,6
2005-07-03 13:00:00,15183.0,184,0,1,0,0,1,0,13,7,6
2005-07-03 14:00:00,15698.0,184,0,1,0,0,1,0,14,7,6
2005-07-03 15:00:00,16111.0,184,0,1,0,0,1,0,15,7,6
2005-07-03 16:00:00,16423.0,184,0,1,0,0,1,0,16,7,6
2005-07-03 17:00:00,16794.0,184,0,1,0,0,1,0,17,7,6
2005-07-03 18:00:00,16899.0,184,0,1,0,0,1,0,18,7,6
2005-07-03 19:00:00,16882.0,184,0,1,0,0,1,0,19,7,6
2005-07-03 20:00:00,16430.0,184,0,1,0,0,1,0,20,7,6
2005-07-03 21:00:00,15954.0,184,0,1,0,0,1,0,21,7,6
2005-07-03 22:00:00,15969.0,184,0,1,0,0,1,0,22,7,6
2005-07-03 23:00:00,15450.0,184,0,1,0,0,1,0,23,7,6
2005-07-04 00:00:00,14513.0,185,1,0,0,0,1,0,0,7,0
2005-07-04 01:00:00,13417.0,185,1,0,0,0,1,0,1,7,0
2005-07-04 02:00:00,12527.0,185,1,0,0,0,1,0,2,7,0
2005-07-04 03:00:00,12067.0,185,1,0,0,0,1,0,3,7,0
2005-07-04 04:00:00,11583.0,185,1,0,0,0,1,0,4,7,0
2005-07-04 05:00:00,11365.0,185,1,0,0,0,1,0,5,7,0
2005-07-04 06:00:00,11344.0,185,1,0,0,0,1,0,6,7,0
2005-07-04 07:00:00,11160.0,185,1,0,0,0,1,0,7,7,0
2005-07-04 08:00:00,11591.0,185,1,0,0,0,1,0,8,7,0
2005-07-04 09:00:00,12628.0,185,1,0,0,0,1,0,9,7,0
2005-07-04 10:00:00,14089.0,185,1,0,0,0,1,0,10,7,0
2005-07-04 11:00:00,15366.0,185,1,0,0,0,1,0,11,7,0
2005-07-04 12:00:00,16554.0,185,1,0,0,0,1,0,12,7,0
2005-07-04 13:00:00,17199.0,185,1,0,0,0,1,0,13,7,0
2005-07-04 14:00:00,17812.0,185,1,0,0,0,1,0,14,7,0
2005-07-04 15:00:00,18060.0,185,1,0,0,0,1,0,15,7,0
2005-07-04 16:00:00,18404.0,185,1,0,0,0,1,0,16,7,0
2005-07-04 17:00:00,18574.0,185,1,0,0,0,1,0,17,7,0
2005-07-04 18:00:00,18515.0,185,1,0,0,0,1,0,18,7,0
2005-07-04 19:00:00,18199.0,185,1,0,0,0,1,0,19,7,0
2005-07-04 20:00:00,17563.0,185,1,0,0,0,1,0,20,7,0
2005-07-04 21:00:00,16968.0,185,1,0,0,0,1,0,21,7,0
2005-07-04 22:00:00,16701.0,185,1,0,0,0,1,0,22,7,0
2005-07-04 23:00:00,15981.0,185,1,0,0,0,1,0,23,7,0
2005-07-05 00:00:00,15079.0,186,0,0,0,0,1,0,0,7,1
2005-07-05 01:00:00,13949.0,186,0,0,0,0,1,0,1,7,1
2005-07-05 02:00:00,13051.0,186,0,0,0,0,1,0,2,7,1
2005-07-05 03:00:00,12563.0,186,0,0,0,0,1,0,3,7,1
2005-07-05 04:00:00,12346.0,186,0,0,0,0,1,0,4,7,1
2005-07-05 05:00:00,12280.0,186,0,0,0,0,1,0,5,7,1
2005-07-05 06:00:00,12636.0,186,0,0,0,0,1,0,6,7,1
2005-07-05 07:00:00,13335.0,186,0,0,0,0,1,0,7,7,1
2005-07-05 08:00:00,14349.0,186,0,0,0,0,1,0,8,7,1
2005-07-05 09:00:00,15298.0,186,0,0,0,0,1,0,9,7,1
2005-07-05 10:00:00,16151.0,186,0,0,0,0,1,0,10,7,1
2005-07-05 11:00:00,17104.0,186,0,0,0,0,1,0,11,7,1
2005-07-05 12:00:00,17896.0,186,0,0,0,0,1,0,12,7,1
2005-07-05 13:00:00,18464.0,186,0,0,0,0,1,0,13,7,1
2005-07-05 14:00:00,18809.0,186,0,0,0,0,1,0,14,7,1
2005-07-05 15:00:00,19018.0,186,0,0,0,0,1,0,15,7,1
2005-07-05 16:00:00,19205.0,186,0,0,0,0,1,0,16,7,1
2005-07-05 17:00:00,19307.0,186,0,0,0,0,1,0,17,7,1
2005-07-05 18:00:00,19122.0,186,0,0,0,0,1,0,18,7,1
2005-07-05 19:00:00,18744.0,186,0,0,0,0,1,0,19,7,1
2005-07-05 20:00:00,18262.0,186,0,0,0,0,1,0,20,7,1
2005-07-05 21:00:00,17773.0,186,0,0,0,0,1,0,21,7,1
2005-07-05 22:00:00,17642.0,186,0,0,0,0,1,0,22,7,1
2005-07-05 23:00:00,16829.0,186,0,0,0,0,1,0,23,7,1
2005-07-06 00:00:00,15474.0,187,0,0,0,0,1,0,0,7,2
2005-07-06 01:00:00,14140.0,187,0,0,0,0,1,0,1,7,2
2005-07-06 02:00:00,13210.0,187,0,0,0,0,1,0,2,7,2
2005-07-06 03:00:00,12726.0,187,0,0,0,0,1,0,3,7,2
2005-07-06 04:00:00,12402.0,187,0,0,0,0,1,0,4,7,2
2005-07-06 05:00:00,12281.0,187,0,0,0,0,1,0,5,7,2
2005-07-06 06:00:00,12707.0,187,0,0,0,0,1,0,6,7,2
2005-07-06 07:00:00,13261.0,187,0,0,0,0,1,0,7,7,2
2005-07-06 08:00:00,14156.0,187,0,0,0,0,1,0,8,7,2
2005-07-06 09:00:00,15026.0,187,0,0,0,0,1,0,9,7,2
2005-07-06 10:00:00,15814.0,187,0,0,0,0,1,0,10,7,2
2005-07-06 11:00:00,16745.0,187,0,0,0,0,1,0,11,7,2
2005-07-06 12:00:00,17502.0,187,0,0,0,0,1,0,12,7,2
2005-07-06 13:00:00,18096.0,187,0,0,0,0,1,0,13,7,2
2005-07-06 14:00:00,18639.0,187,0,0,0,0,1,0,14,7,2
2005-07-06 15:00:00,18886.0,187,0,0,0,0,1,0,15,7,2
2005-07-06 16:00:00,19023.0,187,0,0,0,0,1,0,16,7,2
2005-07-06 17:00:00,19194.0,187,0,0,0,0,1,0,17,7,2
2005-07-06 18:00:00,19135.0,187,0,0,0,0,1,0,18,7,2
2005-07-06 19:00:00,18915.0,187,0,0,0,0,1,0,19,7,2
2005-07-06 20:00:00,18301.0,187,0,0,0,0,1,0,20,7,2
2005-07-06 21:00:00,17803.0,187,0,0,0,0,1,0,21,7,2
2005-07-06 22:00:00,17731.0,187,0,0,0,0,1,0,22,7,2
2005-07-06 23:00:00,16898.0,187,0,0,0,0,1,0,23,7,2
2005-07-07 00:00:00,15389.0,188,0,0,0,0,1,0,0,7,3
2005-07-07 01:00:00,14130.0,188,0,0,0,0,1,0,1,7,3
2005-07-07 02:00:00,13237.0,188,0,0,0,0,1,0,2,7,3
2005-07-07 03:00:00,12703.0,188,0,0,0,0,1,0,3,7,3
2005-07-07 04:00:00,12372.0,188,0,0,0,0,1,0,4,7,3
2005-07-07 05:00:00,12326.0,188,0,0,0,0,1,0,5,7,3
2005-07-07 06:00:00,12722.0,188,0,0,0,0,1,0,6,7,3
2005-07-07 07:00:00,13287.0,188,0,0,0,0,1,0,7,7,3
2005-07-07 08:00:00,14160.0,188,0,0,0,0,1,0,8,7,3
2005-07-07 09:00:00,14987.0,188,0,0,0,0,1,0,9,7,3
2005-07-07 10:00:00,15643.0,188,0,0,0,0,1,0,10,7,3
2005-07-07 11:00:00,16361.0,188,0,0,0,0,1,0,11,7,3
2005-07-07 12:00:00,17007.0,188,0,0,0,0,1,0,12,7,3
2005-07-07 13:00:00,17376.0,188,0,0,0,0,1,0,13,7,3
2005-07-07 14:00:00,17618.0,188,0,0,0,0,1,0,14,7,3
2005-07-07 15:00:00,17725.0,188,0,0,0,0,1,0,15,7,3
2005-07-07 16:00:00,17772.0,188,0,0,0,0,1,0,16,7,3
2005-07-07 17:00:00,17673.0,188,0,0,0,0,1,0,17,7,3
2005-07-07 18:00:00,17740.0,188,0,0,0,0,1,0,18,7,3
2005-07-07 19:00:00,17629.0,188,0,0,0,0,1,0,19,7,3
2005-07-07 20:00:00,17271.0,188,0,0,0,0,1,0,20,7,3
2005-07-07 21:00:00,16755.0,188,0,0,0,0,1,0,21,7,3
2005-07-07 22:00:00,16764.0,188,0,0,0,0,1,0,22,7,3
2005-07-07 23:00:00,16103.0,188,0,0,0,0,1,0,23,7,3
2005-07-08 00:00:00,14731.0,189,0,0,0,0,1,0,0,7,4
2005-07-08 01:00:00,13635.0,189,0,0,0,0,1,0,1,7,4
2005-07-08 02:00:00,12752.0,189,0,0,0,0,1,0,2,7,4
2005-07-08 03:00:00,12224.0,189,0,0,0,0,1,0,3,7,4
2005-07-08 04:00:00,11961.0,189,0,0,0,0,1,0,4,7,4
2005-07-08 05:00:00,11903.0,189,0,0,0,0,1,0,5,7,4
2005-07-08 06:00:00,12207.0,189,0,0,0,0,1,0,6,7,4
2005-07-08 07:00:00,12825.0,189,0,0,0,0,1,0,7,7,4
2005-07-08 08:00:00,13768.0,189,0,0,0,0,1,0,8,7,4
2005-07-08 09:00:00,14706.0,189,0,0,0,0,1,0,9,7,4
2005-07-08 10:00:00,15739.0,189,0,0,0,0,1,0,10,7,4
2005-07-08 11:00:00,16667.0,189,0,0,0,0,1,0,11,7,4
2005-07-08 12:00:00,17206.0,189,0,0,0,0,1,0,12,7,4
2005-07-08 13:00:00,17632.0,189,0,0,0,0,1,0,13,7,4
2005-07-08 14:00:00,18145.0,189,0,0,0,0,1,0,14,7,4
2005-07-08 15:00:00,18382.0,189,0,0,0,0,1,0,15,7,4
2005-07-08 16:00:00,18583.0,189,0,0,0,0,1,0,16,7,4
2005-07-08 17:00:00,18685.0,189,0,0,0,0,1,0,17,7,4
2005-07-08 18:00:00,18671.0,189,0,0,0,0,1,0,18,7,4
2005-07-08 19:00:00,18238.0,189,0,0,0,0,1,0,19,7,4
2005-07-08 20:00:00,17502.0,189,0,0,0,0,1,0,20,7,4
2005-07-08 21:00:00,16992.0,189,0,0,0,0,1,0,21,7,4
2005-07-08 22:00:00,16762.0,189,0,0,0,0,1,0,22,7,4
2005-07-08 23:00:00,15934.0,189,0,0,0,0,1,0,23,7,4
2005-07-09 00:00:00,14564.0,190,0,1,0,0,1,0,0,7,5
2005-07-09 01:00:00,13137.0,190,0,1,0,0,1,0,1,7,5
2005-07-09 02:00:00,12376.0,190,0,1,0,0,1,0,2,7,5
2005-07-09 03:00:00,11813.0,190,0,1,0,0,1,0,3,7,5
2005-07-09 04:00:00,11522.0,190,0,1,0,0,1,0,4,7,5
2005-07-09 05:00:00,11344.0,190,0,1,0,0,1,0,5,7,5
2005-07-09 06:00:00,11409.0,190,0,1,0,0,1,0,6,7,5
2005-07-09 07:00:00,11372.0,190,0,1,0,0,1,0,7,7,5
2005-07-09 08:00:00,11972.0,190,0,1,0,0,1,0,8,7,5
2005-07-09 09:00:00,13004.0,190,0,1,0,0,1,0,9,7,5
2005-07-09 10:00:00,14027.0,190,0,1,0,0,1,0,10,7,5
2005-07-09 11:00:00,15174.0,190,0,1,0,0,1,0,11,7,5
2005-07-09 12:00:00,16007.0,190,0,1,0,0,1,0,12,7,5
2005-07-09 13:00:00,16592.0,190,0,1,0,0,1,0,13,7,5
2005-07-09 14:00:00,17112.0,190,0,1,0,0,1,0,14,7,5
2005-07-09 15:00:00,17411.0,190,0,1,0,0,1,0,15,7,5
2005-07-09 16:00:00,17795.0,190,0,1,0,0,1,0,16,7,5
2005-07-09 17:00:00,18170.0,190,0,1,0,0,1,0,17,7,5
2005-07-09 18:00:00,18238.0,190,0,1,0,0,1,0,18,7,5
2005-07-09 19:00:00,18128.0,190,0,1,0,0,1,0,19,7,5
2005-07-09 20:00:00,17616.0,190,0,1,0,0,1,0,20,7,5
2005-07-09 21:00:00,16836.0,190,0,1,0,0,1,0,21,7,5
2005-07-09 22:00:00,16494.0,190,0,1,0,0,1,0,22,7,5
2005-07-09 23:00:00,15796.0,190,0,1,0,0,1,0,23,7,5
2005-07-10 00:00:00,14502.0,191,0,1,0,0,1,0,0,7,6
2005-07-10 01:00:00,13212.0,191,0,1,0,0,1,0,1,7,6
2005-07-10 02:00:00,12270.0,191,0,1,0,0,1,0,2,7,6
2005-07-10 03:00:00,11695.0,191,0,1,0,0,1,0,3,7,6
2005-07-10 04:00:00,11267.0,191,0,1,0,0,1,0,4,7,6
2005-07-10 05:00:00,11098.0,191,0,1,0,0,1,0,5,7,6
2005-07-10 06:00:00,10980.0,191,0,1,0,0,1,0,6,7,6
2005-07-10 07:00:00,10896.0,191,0,1,0,0,1,0,7,7,6
2005-07-10 08:00:00,11350.0,191,0,1,0,0,1,0,8,7,6
2005-07-10 09:00:00,12487.0,191,0,1,0,0,1,0,9,7,6
2005-07-10 10:00:00,13762.0,191,0,1,0,0,1,0,10,7,6
2005-07-10 11:00:00,14799.0,191,0,1,0,0,1,0,11,7,6
2005-07-10 12:00:00,15783.0,191,0,1,0,0,1,0,12,7,6
2005-07-10 13:00:00,16582.0,191,0,1,0,0,1,0,13,7,6
2005-07-10 14:00:00,17106.0,191,0,1,0,0,1,0,14,7,6
2005-07-10 15:00:00,17648.0,191,0,1,0,0,1,0,15,7,6
2005-07-10 16:00:00,18013.0,191,0,1,0,0,1,0,16,7,6
2005-07-10 17:00:00,18376.0,191,0,1,0,0,1,0,17,7,6
2005-07-10 18:00:00,18616.0,191,0,1,0,0,1,0,18,7,6
2005-07-10 19:00:00,18470.0,191,0,1,0,0,1,0,19,7,6
2005-07-10 20:00:00,17981.0,191,0,1,0,0,1,0,20,7,6
2005-07-10 21:00:00,17568.0,191,0,1,0,0,1,0,21,7,6
2005-07-10 22:00:00,17547.0,191,0,1,0,0,1,0,22,7,6
2005-07-10 23:00:00,16829.0,191,0,1,0,0,1,0,23,7,6
2005-07-11 00:00:00,15449.0,192,0,0,0,0,1,0,0,7,0
2005-07-11 01:00:00,14278.0,192,0,0,0,0,1,0,1,7,0
2005-07-11 02:00:00,13392.0,192,0,0,0,0,1,0,2,7,0
2005-07-11 03:00:00,12897.0,192,0,0,0,0,1,0,3,7,0
2005-07-11 04:00:00,12464.0,192,0,0,0,0,1,0,4,7,0
2005-07-11 05:00:00,12497.0,192,0,0,0,0,1,0,5,7,0
2005-07-11 06:00:00,12923.0,192,0,0,0,0,1,0,6,7,0
2005-07-11 07:00:00,13652.0,192,0,0,0,0,1,0,7,7,0
2005-07-11 08:00:00,14643.0,192,0,0,0,0,1,0,8,7,0
2005-07-11 09:00:00,15816.0,192,0,0,0,0,1,0,9,7,0
2005-07-11 10:00:00,16987.0,192,0,0,0,0,1,0,10,7,0
2005-07-11 11:00:00,18117.0,192,0,0,0,0,1,0,11,7,0
2005-07-11 12:00:00,19065.0,192,0,0,0,0,1,0,12,7,0
2005-07-11 13:00:00,19744.0,192,0,0,0,0,1,0,13,7,0
2005-07-11 14:00:00,20425.0,192,0,0,0,0,1,0,14,7,0
2005-07-11 15:00:00,21008.0,192,0,0,0,0,1,0,15,7,0
2005-07-11 16:00:00,20952.0,192,0,0,0,0,1,0,16,7,0
2005-07-11 17:00:00,21061.0,192,0,0,0,0,1,0,17,7,0
2005-07-11 18:00:00,20890.0,192,0,0,0,0,1,0,18,7,0
2005-07-11 19:00:00,20615.0,192,0,0,0,0,1,0,19,7,0
2005-07-11 20:00:00,20178.0,192,0,0,0,0,1,0,20,7,0
2005-07-11 21:00:00,19880.0,192,0,0,0,0,1,0,21,7,0
2005-07-11 22:00:00,19989.0,192,0,0,0,0,1,0,22,7,0
2005-07-11 23:00:00,18969.0,192,0,0,0,0,1,0,23,7,0
2005-07-12 00:00:00,17294.0,193,0,0,0,0,1,0,0,7,1
2005-07-12 01:00:00,16094.0,193,0,0,0,0,1,0,1,7,1
2005-07-12 02:00:00,15044.0,193,0,0,0,0,1,0,2,7,1
2005-07-12 03:00:00,14495.0,193,0,0,0,0,1,0,3,7,1
2005-07-12 04:00:00,14088.0,193,0,0,0,0,1,0,4,7,1
2005-07-12 05:00:00,14021.0,193,0,0,0,0,1,0,5,7,1
2005-07-12 06:00:00,14482.0,193,0,0,0,0,1,0,6,7,1
2005-07-12 07:00:00,15335.0,193,0,0,0,0,1,0,7,7,1
2005-07-12 08:00:00,16345.0,193,0,0,0,0,1,0,8,7,1
2005-07-12 09:00:00,17311.0,193,0,0,0,0,1,0,9,7,1
2005-07-12 10:00:00,18327.0,193,0,0,0,0,1,0,10,7,1
2005-07-12 11:00:00,19549.0,193,0,0,0,0,1,0,11,7,1
2005-07-12 12:00:00,20427.0,193,0,0,0,0,1,0,12,7,1
2005-07-12 13:00:00,21053.0,193,0,0,0,0,1,0,13,7,1
2005-07-12 14:00:00,21530.0,193,0,0,0,0,1,0,14,7,1
2005-07-12 15:00:00,22051.0,193,0,0,0,0,1,0,15,7,1
2005-07-12 16:00:00,21867.0,193,0,0,0,0,1,0,16,7,1
2005-07-12 17:00:00,21931.0,193,0,0,0,0,1,0,17,7,1
2005-07-12 18:00:00,21852.0,193,0,0,0,0,1,0,18,7,1
2005-07-12 19:00:00,21479.0,193,0,0,0,0,1,0,19,7,1
2005-07-12 20:00:00,20707.0,193,0,0,0,0,1,0,20,7,1
2005-07-12 21:00:00,20286.0,193,0,0,0,0,1,0,21,7,1
2005-07-12 22:00:00,20268.0,193,0,0,0,0,1,0,22,7,1
2005-07-12 23:00:00,19079.0,193,0,0,0,0,1,0,23,7,1
2005-07-13 00:00:00,17464.0,194,0,0,0,0,1,0,0,7,2
2005-07-13 01:00:00,16072.0,194,0,0,0,0,1,0,1,7,2
2005-07-13 02:00:00,15092.0,194,0,0,0,0,1,0,2,7,2
2005-07-13 03:00:00,14435.0,194,0,0,0,0,1,0,3,7,2
2005-07-13 04:00:00,14074.0,194,0,0,0,0,1,0,4,7,2
2005-07-13 05:00:00,13969.0,194,0,0,0,0,1,0,5,7,2
2005-07-13 06:00:00,14356.0,194,0,0,0,0,1,0,6,7,2
2005-07-13 07:00:00,15217.0,194,0,0,0,0,1,0,7,7,2
2005-07-13 08:00:00,16154.0,194,0,0,0,0,1,0,8,7,2
2005-07-13 09:00:00,17102.0,194,0,0,0,0,1,0,9,7,2
2005-07-13 10:00:00,18029.0,194,0,0,0,0,1,0,10,7,2
2005-07-13 11:00:00,19032.0,194,0,0,0,0,1,0,11,7,2
2005-07-13 12:00:00,19482.0,194,0,0,0,0,1,0,12,7,2
2005-07-13 13:00:00,19811.0,194,0,0,0,0,1,0,13,7,2
2005-07-13 14:00:00,20102.0,194,0,0,0,0,1,0,14,7,2
2005-07-13 15:00:00,20187.0,194,0,0,0,0,1,0,15,7,2
2005-07-13 16:00:00,20144.0,194,0,0,0,0,1,0,16,7,2
2005-07-13 17:00:00,19983.0,194,0,0,0,0,1,0,17,7,2
2005-07-13 18:00:00,19784.0,194,0,0,0,0,1,0,18,7,2
2005-07-13 19:00:00,19441.0,194,0,0,0,0,1,0,19,7,2
2005-07-13 20:00:00,18922.0,194,0,0,0,0,1,0,20,7,2
2005-07-13 21:00:00,18655.0,194,0,0,0,0,1,0,21,7,2
2005-07-13 22:00:00,18741.0,194,0,0,0,0,1,0,22,7,2
2005-07-13 23:00:00,17844.0,194,0,0,0,0,1,0,23,7,2
2005-07-14 00:00:00,16353.0,195,0,0,0,0,1,0,0,7,3
2005-07-14 01:00:00,15217.0,195,0,0,0,0,1,0,1,7,3
2005-07-14 02:00:00,14432.0,195,0,0,0,0,1,0,2,7,3
2005-07-14 03:00:00,13952.0,195,0,0,0,0,1,0,3,7,3
2005-07-14 04:00:00,13712.0,195,0,0,0,0,1,0,4,7,3
2005-07-14 05:00:00,13655.0,195,0,0,0,0,1,0,5,7,3
2005-07-14 06:00:00,14105.0,195,0,0,0,0,1,0,6,7,3
2005-07-14 07:00:00,15129.0,195,0,0,0,0,1,0,7,7,3
2005-07-14 08:00:00,16018.0,195,0,0,0,0,1,0,8,7,3
2005-07-14 09:00:00,16782.0,195,0,0,0,0,1,0,9,7,3
2005-07-14 10:00:00,17505.0,195,0,0,0,0,1,0,10,7,3
2005-07-14 11:00:00,18146.0,195,0,0,0,0,1,0,11,7,3
2005-07-14 12:00:00,18673.0,195,0,0,0,0,1,0,12,7,3
2005-07-14 13:00:00,19033.0,195,0,0,0,0,1,0,13,7,3
2005-07-14 14:00:00,19433.0,195,0,0,0,0,1,0,14,7,3
2005-07-14 15:00:00,19722.0,195,0,0,0,0,1,0,15,7,3
2005-07-14 16:00:00,19712.0,195,0,0,0,0,1,0,16,7,3
2005-07-14 17:00:00,19665.0,195,0,0,0,0,1,0,17,7,3
2005-07-14 18:00:00,19592.0,195,0,0,0,0,1,0,18,7,3
2005-07-14 19:00:00,19383.0,195,0,0,0,0,1,0,19,7,3
2005-07-14 20:00:00,19090.0,195,0,0,0,0,1,0,20,7,3
2005-07-14 21:00:00,18873.0,195,0,0,0,0,1,0,21,7,3
2005-07-14 22:00:00,18939.0,195,0,0,0,0,1,0,22,7,3
2005-07-14 23:00:00,18165.0,195,0,0,0,0,1,0,23,7,3
2005-07-15 00:00:00,16658.0,196,0,0,0,0,1,0,0,7,4
2005-07-15 01:00:00,15542.0,196,0,0,0,0,1,0,1,7,4
2005-07-15 02:00:00,14628.0,196,0,0,0,0,1,0,2,7,4
2005-07-15 03:00:00,14117.0,196,0,0,0,0,1,0,3,7,4
2005-07-15 04:00:00,13771.0,196,0,0,0,0,1,0,4,7,4
2005-07-15 05:00:00,13560.0,196,0,0,0,0,1,0,5,7,4
2005-07-15 06:00:00,14001.0,196,0,0,0,0,1,0,6,7,4
